Sentence,Hyperbole,Metaphor
"During the celebration at the end of the mobilizations, it felt like the country had returned to April 20th of this year, when Paraguayans celebrated as never before, hoping that finally democracy had come .",1,1
Democracy ensnares people through the Utopian injection of desires and fantasies into a social bloodstream.,1,1
"They've all been thrown together by a case of high-tech shenanigans, a ghost of the election past.",1,1
"However, if the upcoming election deepens the fissure between pro- and anti-European forces, popular disaffection with Europe will continue to metastasize, foreclosing a new golden age in which Europe â€“ a century after World War I â€“ remains the worldâ€™s best place to grow up, work, and live.",1,1
"â€¦ why must it be fair?â€¦ most atheists are conspicuous consumers â€¦ what you make does not have the same moral equivelency as you doâ€¦ you use it and throw it awayâ€¦ now, we canâ€™t apply that same logic to our childrenâ€¦ we know that they will eventually grow up to be the same thing we areâ€¦ therefore there is a moral equivilency requiredâ€¦ but unless you are going to be God one day, there is no equality requiredâ€¦",1,0
MILLER: Democratic front group hyped as hunters by media in gun control fight,1,1
One big draw back to getting caught in violation of zoning and building laws is that the local officials may not trust you and therefore they will scrutinize everything you do under the bureaucratic microscope .,1,1
"Yesterday, the Republic was dealt another blow, and without some much needed CPR is in danger of collapsing under the strain of democracy .",1,1
But when quizzed by an NBC reporter during the White House Correspondents Dinner at the weekend the former Republican vice presidential candidate froze .,1,1
And I also posted stuff from a Fox News poll and I seriously doubt they would go for the anti-gun lobby story .,1,1
Wind turbine UFO hits clean energy ideas,1,0
"You need actual felt need, not the over-hyped prospect of future pain, which, given the myopia of democracy , might as well be after the heat death of the sun.",1,1
One is the helmet of government responsibility and action.,1,1
"People say that this horrific school shooting has fueled the dying flame of gun control , and gun safety.",1,1
"Abolish both halves of the welfare/ warfare bureaucracy (privatizing real services) and liberate the 7/8ths of our wealth that's now soaked up by the costs of a bloated and ineffective government, to make us all richer and freer.",1,0
"If doubling the size of government, doubling government spending, pork barrel spending out of control, and so on are all the core of the so-called ""failed Bush economic policies"", what makes you guys think that Barack Obama is going to somehow be the cure to these problems when he has proposed a trillion dollars in new spending, including taxes for the purposes of wealth redistribution- a whole new form of increasing the size, spending, and pork of government on TOP of everything else.",1,1
""" Poverty is a widow on welfare whose landlord cuts the heat, knowing that the winter will end before a complaint is processed.",1,1
"Instead of being viewed as a magnanimous human rights leader, the United States is today considered to be an arrogant human rights cheater .",1,1
Democrats and the editors of he New York Times know perfectly well that it was intelligence analysts who were convinced of Saddam's WMDs for reasons having nothing to do with pressure from the evil Bush or the ultra-evil Cheney.,1,0
"For better or worse, this incredible rate of growth has put radiation oncology squarely on the government's map .",1,1
"The GOA, despite how much I dislike them is the yappy little dog of Gun Rights .",1,1
He also whines that progressive taxation victimizes the rich.,1,1
"Firms will need good estimates of future tax rates , which will force them to look deeply, and objectively, into the question of whether existing climate forecasts have an alarmist bias.",1,0
"For this reason and because I personally find its somtimes rigid structures distasteful, I consider the religion of Wicca to be different than the Way of the Witch.",1,0
The dream team of gun control .,1,1
Yeah the lawn mower of government will make all the blades of grass equal,1,1
"Here it is againÂ theÂ magic bureaucratic pill our politicians, DHS and private companiesÂ want us to swallow.",1,1
"In cities like New York, poverty ran amok and bohemians were found everywhere.",1,1
"He calls these deaths a ""perennial slaughter,"" which is nothing but emotionally charged invective directed at something to which he's ideologically opposed - the ownership of guns .",1,0
"Chapter 20 - Bitter Wine I had sipped the bitter wine of poverty and the sweet wine of wealth , and believe me the later was more desirable.",1,1
"Lois falls into a parallel Metropolis, where Superman and Lex Luthor work together as dictators to hold the city in an authoritarian group of forced justice .",1,0
"With a firm understanding of the links between critical determinants of health like housing, public and community health resources, and law enforcement policy, we commit to build the political will and skills needed to tame this perfect storm of homelessness and poor health.",1,1
It has nothing to do with the avalanche of firearms or the current epidemic of gun violence in our society .,1,0
"It seems to me the duty of a rational nation to ascertain (and to be at some pains in the matter) which of these suppositions is true ; and, if indeed no proof can be given of any supernatural fact, or Divine doctrine, stronger than a youth just out of his teens can overthrow in the first stirrings of serious thought, to confess this boldly ; to get rid of the expense of an Establishment, and the hypocrisy of a Liturgy ; to exhibit its cathedrals as curious memorials of a bygone superstition , and, abandoning all thoughts of the next world, to set itself to make the best it can of this.",1,0
You have accused me of being a Federalist which is on the side of an impure democracy .,1,1
Holy **** am I getting raped by taxes .,1,1
"It's really messy, sure, but there is no such thing as an antiseptic democracy .",1,1
"In order to move from the pit of poverty , we must allow God to renew our spirits.",1,1
"Today, in the U.S., we haven't reached the murder stage (except for that of an occasional abortion doctor), but half the population intensely hates the other half, and accusations of socialism and democracy - destruction fly pretty freely.",1,1
Also clamoring for a hefty tax injection are some of the e-mail blowhards who think they're Marco Polo because they've been to Cincinnati twice.,1,1
To some people guns are therapeutic .,1,1
"Weber writes that he two characteristic elements of ivine worship,prayer and sacrifice, have their origin in magic.What do you understand Weber to be saying and what is the significance of this statement to understanding religious experience ?",1,0
"Major corporate soul surgery includes, but is not limited to: (1) wholesale destruction of bureaucracy and removal of bureaucrats (the Baldrige application largely ignores this, befitting a document largely drafted by bureaucrats); (2) a commitment to self-management based on an almost mindless belief in the limitless decency and curiosity of workers, not on cost-benefit calculations; (3) glee at having customers lead you around by the nose in a whimsical way that boggles the number crunchersâ€™ latest golly-gee expert systems; and (4) a healthy, sky-high regard for intuition, spirit, and a hundred other â€œs-words.â€",1,1
The very fabric of our democracy is melting into a quagmire of indecision and inaction as witnessed in congress during the last decade.,1,1
"The law was aimed at stopping the Black Panthers, but affected all gun owners .",1,0
"~ D G R ~ Dean's Gun Restorations ""Life's Too Short To Shoot An Ugly Gun !""",1,0
"For example, it is not possible to convince everyone to forego everything and to forswear the mysterious magic of the key called 'money' and ' wealth ' as something filthy and detestable.",1,0
"I'm no Bush fan, and I like to vote for moderates , whether democrat or republican.",1,0
"""These (illegal) guns are the cancer of America's urban society,"" Morris said.",1,1
"Giving new messages to Jennifer's ""younger self""â€”often with the ""Welcome to the World"" tape created by Judyâ€”helped shift these beliefs and quiet the suicidal voices.",1,1
"The ideals of democracy are the heart and soul of free societies the world over; by applying them to the international stage, we create a framework for ensuring that tyranny between nations does not occur, just as democracy defends against tyranny between men.",1,1
Police Chief Scott Thomson calls the city â€œthe perfect storm of social inequities .â€,1,1
"Poverty is a monster that's hard to stop, and every year people are doing things about it to suppress it.",1,1
My pension is being eaten away by tax .,1,1
Seller's Comments: A suspenceful trip through NYC justice system that causes the tightly-knit sweater of government to unravel.,1,1
"I discovered that the Holy Spirit of God had taken residence in my mind, and as my faith evolved the more I heard from my Spirit.",1,1
"Needless to say I was a Grasshopper in the worst sense of the word but in less than a half year I have finally climbed down off the gun ownership fence and I'm currently well stocked up in food, water and ammo.",1,1
"In hospital, it is revealed that the second bullet dislodges the first bullet with the result that Stan recovers completely and, much to the appall of Francine and Hayley, believes that "" guns heal the sick"", once again pro-guns.",1,1
"That if the wage doesn't meet that threshold and isn't subsidized by government assistance programs to make up the deficit, a person cannot take that job without starving to death.",1,0
"We may never be able to completely end the gun violence insanity that has plagued the U.S. in the past few weeks, but at least we can inject some technological intelligence into the gun ownership body , and bring this fever down to a manageable level.",1,1
This is exactly why the business portion was granted a 1 year waiver... because if both the under AND over insured would had collapsed at the same time it would have been a political and administrative time bomb that could have destroyed Obamacare.,1,1
"The Bulletproof Monk , 7 November, 2008 at 18:19 I am writing this comment with an ernest and scincere attempt to unterstand why the concept of gun control frightens Americans so much.",1,1
"Gun goes off at restaurant washroom in Utah, shattering toilet",1,0
"Once the door of taxation was opened, it was only a matter of time before the number of tax-supported programs exploded.",1,1
"It surely beats dying of taxation , a very serious condition caused by paying taxes.",1,1
"Printed guns are not the cheap throw-away variety street thugs desire, not do they have the capability to spray down anything.",1,0
"Guns dominate his thoughts, if you can consider such a subservient zombie to the NRA a thinking individual.",1,1
"And if it didn't because it's so in hock to rabid anti-inflation ideology, you can bet that the next one would, because the incumbents would be walloped at the next elections, which is why democracy is magic .",1,1
"Most Mondays, I visit James Howard Kunstlerâ€™s blog Clusterfuck Nation to watch him rub his hands with glee as he contemplates Americaâ€™s evaporating paper wealth and its mounting energy bills.",1,1
"In other words, the great Republican tax cut of '99 would reduce the Niagara of taxes now flooding the Treasury from about 21 percent of GDP to 20 percent.",1,1
"""Two time bombs are ticking,"" he said, referring to sky-high corporate debt and shrinking pension funds.",1,1
"Only faith can bring the things into actualization, because actually we are God.",1,1
"In color upon earth and sky, Hope fills each breast, we know not why;",1,1
"Compared to the blood feast of gun control advocates basking in the blood of victims parading them and tearing them apart to extract the last ounce of blood from the atrocity, like sharks in a feeding frenzy, I'll take a gun advert any day.",1,0
"But aside from politely having to listen to their ongoing banter about the nuts and bolts of their <fill in their favorite gun of the day,> and tolerate their, what I call, ""small penis complex,"" they really are a bunch of really good people.",1,0
"â€œWhat does it matter that I have died with the most toys, the biggest bank accounts with great depths of wealth , yet the shallowest of relationships?â€",1,1
"No theyâ€™re both not checking their email, they are floating ideas back and forth, bringing to bare the problem and coming to some resolution.",1,1
Economic Fears Paralyze Wall Street,1,1
"The Supreme Court said seizing all the frozen wealth ""would be unfair as some of it was made before Thaksin became prime minister.""",1,1
"Gun license , just like a drivers license or any other type of state issued license is public record.",1,0
For the real rulers are Reality: the various entities who run the Cave of Wealth and Death.,1,1
"Have you ever been told to "" Bite the Bullet ""?",1,0
"And now, another glimpse into the anti-gun politicians â€˜inside gameâ€™ to crush your God-given right to self defense.",1,0
"â€œIâ€™m not an ordained minister, Iâ€™m not a theologian, but these guys are going to hell,â€ she said during a panel discussion on curbing gun rights .",1,1
"Reasons for using the program are that economic development is a priority for the community; as a shelter from the tax storm (as values rise, state subsidies decrease and county taxes increase, but under the TIF program values in the district do not increase during the lifetime of the TIF); or to be a financing partner with the developer by returning some of the taxes to the project.",1,1
"If, like Utah, you?re on the lucky side of the pork trough, democracy tastes pretty sweet.",1,1
Their brand of oppression and obstructive politics through intimidation and exclusiveness must be extinguished by a rain of Democracy .,1,1
Guns are now perceived as evil in our society...where as cars are not.,1,1
"There are some people who live in a dream world , and there are some who face reality; and then there are those who turn one into the other.",1,1
Theoretically wealth can marry wealth but chances are a wealthy woman is no longer young and nubile.,1,1
"New York State is flooded by taxes , are you poking holes in the dyke or helping fill sand bags?",1,1
"a new onslaught of anti-gun attacks from reinvigorated Democrats who have picked themselves up after their embarrassing defeats last year, dusted themselves off, and rededicated themselves to moving their preconceived gun ban agenda targeting only legal gun owners.</p> <p>They are leaner, meaner",1,1
This country in the hands of these Right wing lunatics has been plagued by these gun selling parasites .,1,1
"It is itself the ritual of commodities, bathed in the invisible blood of the poor , polarizing the whole world by its global electrical magnetism.",1,1
"On any democratic criteria you apply that is not proper and not very balanced, we wish to put people in the picture"".",1,0
Half just think it's a ridiculous idea and don't want some shadow person telling them what to do.,1,0
"Here, the gun type used may be of gravity flux feed or forcing the flux in pressure.",1,0
"Let's return to our regular order where we may produce bills, debate them in the full sunshine of the Senate --and not only do a good job, but the American people can understand what we are doing.",1,1
"all life has meaning,though some may disagree and those are the many that are blinded by what they see one pulls a gun showing signes of a ruptured soul",1,0
"I said that they were popular works of literature because they exposed what most rational people realize is wrong with the world, that the wealthy leech off of the poor, and they exemplified justice.",1,1
"What has been understood since then is this desire for an American place, one that has more to do with the kinetic energy of democracy ,â€ he says.",1,1
"It has increased it's size and strength, especially in the year when it's life blood of wealth comes to an end unless congress gives it new life!",1,1
Egypt's army tiptoes through democracy's minefield,1,1
Know this: If youâ€™ve ever wanted to escape the rat raceâ€¦ to spark a wildfire of wealth in your lifeâ€¦ to break the shackles now holding you backâ€¦ this is the opportunity youâ€™ve been awaiting.,1,1
I think we should hammer ghost buyers....hold them responsible for every death on an illegally sold gun .,1,0
"Presidential elections are really contests of ""who's the best liar.""",1,0
"Wealth tells me, â€œIâ€™m not rich"" until I am really not.",1,1
"Thus the manifestly conflicting views of President Bush, spanning the range from drooling retard to super genius to space alien, are a sign not of reality but of an equally imaginary phantom, a windmill turned into a dragon for the democrats to give voice and lance to their delusional world.",1,0
The murder of Trayvon Martin and now the acquittal of his murderer confirms again that racism is so tightly packed into the blood and marrow of American democracy that it cannot live without it. - - - - - - - - - - - - - - - -,1,1
"This, fellow Americans, was the Roar of Democracy , the Voice of Freedom, the Will of the People and the Soul of the Country.",1,1
Ding Dong The NRA is Dead is going to be sung from sea to shining sea. paraphrasing the (c)Harold Arlen song.,1,1
"If the people dared to go to the polls - as they did on Nov. 29, 1989 - the army drowned the election in blood by machine-gunning those standing in line.",1,1
And how do they intend to consume the democracy they are to be given?,1,1
Like a stuck record they cannot get past their beliefs and are destined to suck on the poisoned teat of gun control to fuel their fear and hatred.,1,1
Our pet Democracy isn't a democracy or our pet.,1,1
Concentrated wealth threatens democracy.,1,1
"TIRANA, Dec 16 (Reuters) - Albania announced on Monday that it would raise taxes from January, scrapping a flat 10 percent corporate and income tax rate, and plans to end tax exemptions for foreign oil workers, as its new government wrestles rising debt.",1,1
"But one concept that many, although never all, libertarians can rally around is this: The first step toward reclaiming our lost and mutilated freedoms is a very, very big step, and that step is forcing the Evil Genie of government back into the bottle of the Constitution.",1,1
"The milk is already spilt in Iraq, and thereâ€™s no turning back the clock to regain pre-invasion conditions .",1,0
"solution. It may not be for everyone but it is for someone. This is a great solution for any American â€“ investor or business owner â€“ trying to escape the sharp claws of taxation . I have gotten a steady stream of calls from Californians. Facetiously,",1,1
Mixing Guns and a Viral Video Mixing Guns and a Viral Video How an arrest became the perfect storm of gun rights Â Still from March 16 video of the arrest of US Army Master Sergeant Christopher â€œC.J.â€ Grisham First published in two parts: here and here,1,1
To resist the government is to resist God's appointment.,1,0
Groundbreaking set for Catholic center,1,0
It would appear that every other day low cost carriers are threatening to cut or shift services as they attempt to beat down the flames of taxation .,1,1
"""Because they're stupid and allow themselves to be indoctrinated into the mindset that the gun is evil and if its removed then all the problems will just magically go away.""",1,1
"Annie Bohannon, event Chairman Susan Robertson, Brooke Murphy and Rex Urice with a special jar of peanut butter that was sold to help Slay the Dragon of Poverty . Rose Lane",1,1
Instead we are in a tax hell and discouraged.,1,1
"Hands of Freedom seeks to be the light of Christ to those living in the darkness of poverty and guide them towards a spiritual, economic and social transformation.",1,1
The vote is the heart of democracy .,1,1
The pagan procession had magical features: it was supposed to effect the purification of the city and the repelling of evil powers.,1,0
Do we not belong to the restaurant of Democracy ?,1,1
"He had discovered the secret of turning the victory of poverty , the victory of sorrow, the victory of defeat and disappointment, the victory of death, into an imperial triumph to his own moral and spiritual life.",1,1
"(From The Wall Street Journal) President-elect Barack Obama and congressional leaders plan to move soon to block the estate tax from disappearing in 2010, suggesting the levy might outlive the ""Death Tax Repeal"" movement that has tried mightily to kill it.",1,1
Or a prison of wealth .,1,1
"Missouri voters strongly disagree with the comments Todd Akin made about abortion over the weekend, but it hasn't moved the numbers a whole lot in the Senate race.",1,0
"At the time, it looked like gun control was slowly dying in the upper chamber.",1,1
Wealth is the mother of all evil.,1,1
Should we pay carbon credit tax ?,1,0
"But look at the UK, there is apparently this flood of guns in the country.",1,1
"State budget writers assumed that Facebook insiders would sell a large batch of stock in November at $35 per share, providing a tax windfall for the state.",1,1
Reconstruction and sustainable economic development are also keys to ensure the flowering of democracy .,1,1
The Republic has become Empire .,1,0
To demonstrate his position against the Second Amendmentâ€™s evil gun rights Gregory imported a banned 30 round ammunition magazine for an AR-15 or M-4 carbine into the District of Columbia.,1,1
All these Burmese people are living like hell under the oppressive guns of Burmese Generals and you guys have just simply helped to my dying Burmese people so much to let the world know.,1,1
"But oh no!!! Â People trot out their paranoid fears about the bleeding 2nd amendment , that the sky is falling, that the Spanish Inquisition is around the corner. http://www.youtube.com/watch?v=uprjmoSMJ-o",1,1
Democracy is selfishness .,1,1
"""They are the blood of the election process ,"" Huneycutt said.",1,1
"#2 you lnow with this type of crookedness smothering the election process,with greed and criminal practices the norm on wall street and blatant political and judicial(clarence thomas etc>)corruption being financed by transnational corp.does anybody ever wonder if somewhere,sometime jeff skilling from enron fame is sitting there and saying-how the hell did i get sent to prison compared to what these guys have been doing and getting off scott free!!oligarchs-to say the very least!! Login or register to post comments",1,1
"You could eat a bullet , or jump off a building...",1,1
The evaporation of wealth has decimated charitable donations; the state and local budget crunch is costing nonprofits their foremost paying clients; and the human need for nonprofit help is skyrocketing as nonprofit resources shrink.,1,1
"I break the curse of boils, blood diseases , tumors, in the Name of JESUS.",1,1
But she grew up in a house of guns just like I did.,1,0
On one side grieving parents fighting with their tears for the snake oil of gun control that everyone admits would not have saved their children's lives but was sold to them by lurking longtime advocates of gun control and supported by opportunistic political charlatans.,1,1
Cleansed the election of the deadly dirty truth of fossil fueled global climate apocalypse.,1,1
"While reform may be needed as a constitutional lubricant , or it may simply be politics under another name; it is also true that reform is necessary to shake out embedded deadwood and reinvigorate complacent organizations",1,1
"As I thought about the implications of this unexpected development, I began to fear that this might be the final factor that allows the anti-civil-rights forces to submerge gun owners in the fury of a perfect storm of gun control .",1,1
"Democracy is the highwayman , the hitch-hiker, the burst radiator.",1,1
"In the final analysis, Keynesianism became the economic design whereby the modern capitalist state assumed its present bureaucratic vastness and endemic parasitism.",1,1
God has built a vast wealth of variety and diversity into the human gene pool.,1,1
â€˜Democracyâ€™ bleeds in Bangladesh today.,1,1
This myth is the backbone of gun control .,1,1
Are you ready to start defanging this bureaucratic vampire ?,1,1
"In a staggering change of opinion, Graham acknowledged that the â€œTea Partyâ€ is the best medicine for democracy .",1,1
"The four sing together for a bit, before Booth, Guiteau, and Moore slowly exit, leaving Czolgosz to sing of the evils of the gun , how workers died to make it.",1,1
"Poverty is a ghost which terrifies us so long as we are children in spirit, but when we are grown in Christ, we see it for the sham it is and cast it off. When all our other holds have failed, let us try this new",1,1
"Nothing good here, sad how far this state has fallen into the pit of tax hell .",1,1
Social conservatives are encouraged â€” and fleeced â€” at every turn to support the magic of the free market .,1,1
"If you really want to give credit where credit is due, when it comes to wealth worship . look to right wing talk radio.",1,1
The answer: Obama waves his big government magic wand .,1,1
The NRA will lose ground by attaching its name to this case and should keep its nose out.,0,1
"I almost never stray into Gun Control , but when I do, I always come away with an education.",0,1
"The avian flu 's jump to humans was first detected in 1997, although all the human deaths reported so far (about 60 since 2003) have been due to transmission from animals to humans.",0,1
"These differences in the fairness of state income taxes are due to three broad policy choices: a graduated or flat-rate tax structure ; use of exemptions and tax credits that benefit low-income taxpayers, and use of regressive tax loopholes that benefit the wealthiest taxpayers.",0,1
"... a contact for information about a place of interest to, for example, an enterprise developer; a person or organization in position to provide a location package, such as a local development representative who may also be in position to arrange incentive offers and cut red tape when called on for assistance.",0,1
"A recent report by security vendor McAfee also found there is a risk that cybercrime may further slow the speed of UK economic recovery, a sentiment echoed by the joint architect of the UK's Police Central e-Crime Unit, Charlie McMurdie.",0,1
"Often, breast cancer spreads to these lymph nodes, thereby entering the lymphatic system and allowing the cancer to spread to other parts of the body.",0,1
"They are, or can be, instruments of deep democracy , rooted in local context and able to mediate globalizing forces in ways that benefit the poor.",0,1
"â€œAs strong defenders of democracy, we must insist that the Iraqis be allowed to nurture their own flavor of democracy .â€",0,1
"In some developing countries, hotels literally drain the local communities of water, electricity and food, creating pockets of additional poverty where it otherwise would not exist.",0,1
"Overall, New Hampshire remains ranked 49th among states in combined average state and local tax burden .",0,1
"Today, itâ€™s ruled by people who cultivate poverty (here in MN we call these people â€œCitidiotsâ€) in order to create dependence.",0,1
"While it is t conclusive that increased gun ownership powers crime, it is true that increased gun ownership doesn't necessarily increase crime.",0,1
"Sunil Shah, a US-based doctor, termed nuclear weapons as the ''ultimate anti-democratic weapon ,'' for they ''target people who had not volunteered to be a part of war.''",0,1
"I know that after the next elections, candidates wonâ€™t wonder if common-sense gun policies can win elections; trust me, like Governor-elect Terry McAuliffe of Virginia, theyâ€™ll know that the answer is yes.",0,1
The constitution provides for the separation of government and religion and so it should provide for the separation of government and business.,0,1
"These moves are, to some extent, an alternative form of urbanization .",0,1
"This gun owner has a good grip on his gun, but a poor grasp of gun safety .",0,1
Caplan frames these findings as a general indictment of democracy (See his section title: â€œWhatâ€™s Wrong With Democracy and Whatâ€™s Better?â€,0,1
"First, the bill still faces concerted resistance from pro-abortion forces in the House of Representatives.",0,1
"As we all know, the Constitution houses a policy known we like to call â€œSeperation Between Church and State.â€",0,1
"At this point, it is unclear whether the drugs failure was due to a specific problem with its chemistry or whether other drugs to raise good cholesterol will also face unexpected problems in clinical trials.",0,1
Of all the eastern religions it is the various forms of Buddhism that seem to have gained the greatest hold on the Western imagination.,0,1
"If America wants to survive another 200 plus years, it needs to return to its roots of free enterprise and individual property rights; and it needs to remember the historical pattern of class warfare.",0,1
Be careful of glorifying guns though.,0,1
"The riaa (recording goal association of america) is a sophisticated phone of establishment piracy, and is considering the digital kernel copyright act to accompany income strengths that are exporting strong p2p software.",0,1
Vermont increased its gas tax and tied it more closely to fuel prices.,0,1
New governments were erected in those States (and in others) under the direction of Congress.,0,1
But recall supporters contend Morse and Giron ignored their constituents and the constitution by advancing the gun laws .,0,1
"It remains true, however, that every form of externally imposed poverty has at its root a lack of respect for the transcendent dignity of the human person.",0,1
"As is so often the case, this will come down to the cold democracy of the rating module.",0,1
"Thus, while globalization has benefited many, one-sixth of the worlds people live in what the International Finance Corporation calls deep poverty , as described in a 2004 speech by Peter Woicke, then IFCs executive vice president.",0,1
"A democratic form of government requires as a minimum that government, its departments and agencies of the Crown report annually to the House of Assembly, the same body which provided the monies to fund their programs, on their financial and operational results.",0,1
Historical aerial photography is a great tool for understanding and observing changes in the landscape over time.,0,1
"The risk of developing active tuberculosis climbs as a person's immune system becomes compromised, such as when they are infected with HIV.",0,1
"Moms Demand Actionâ€™s corporate responsibility initiative asks American moms to support companies and businesses that: Donâ€™t allow guns in their establishments, regardless of what state laws permit; donâ€™t sell assault weapons; donâ€™t sponsor or partner with gun lobby organizations; and donâ€™t support or fund legislative efforts to loosen federal or state gun laws .",0,1
"The explicit reference to the use of troops escalated days of conflict between the two countries, which started when Ukraineâ€™s pro-Russian president was pushed out by a protest movement of people who wanted closer ties to the European Union.",0,1
The same thing with the Dems literally leaving dodge for the purpose of escaping democracy from taking place.,0,1
"But much of what's gone wrong has arisen from a fear of poverty, from a loathing of poverty , and from taking on much more work than I can possibly handle.",0,1
Getting renewable energy traction ?,0,1
We are actually drawing to a close for the first chapter of Obamacare ..,0,1
"Other than the fact that they said that carry and conceal is not protected by the 2A , and the carry and conceal laws of today prove that carry and conceal is not protected at all, because carry and conceal is licensed.",0,1
The roots of gun control are racist.,0,1
"During his stint in the first Bush administration, Amstutz devised the notorious Freedom to Farm Bill, which eliminated tariffs and slashed federal farm price supports, all in an effort to lower grain prices for the benefit of Amstutz's cronies in the big conglomerates.",0,1
Avalara AvaTax is the most powerful sales tax tool .,0,1
"Rather than develop a democracy for all nations in a single global assembly, it might be more appropriate to develop democracy by linking (either among or between) national populations without bringing them together under a single roof, where smaller nations might be overwhelmed by larger ones and prompted to cede their sovereignty.",0,1
"Remember: He did not have to steal the entire election , just a little piece of it in Florida.",0,1
The cultivation of government help undermines principled arguments against state intervention.,0,1
"I really do believe there is an important and vast distinction between ""gun control"" and ""banning guns"" and it's a failure to recognize that, that is keeping conservatives from influencing the shape of gun control .",0,1
"He came to China in 1844 and wrote the book in 1850 through 1853 while spreading Christianity in Ningbo, finishing one volume of it each year, and completing 4 volumes altogether.",0,1
Depending on your state or country the concern of taxation with reference to coupon usage can vary.,0,1
"Even if Canadian gun control had cut crime, which it has not, there are important reasons why a Canadian-style gun policy would not be successful in the United States.",0,1
the fact that two of the most anti gun turds in congress are pushing for this ALONE proves what the purpose is. to advance gun control,0,1
"In contrast, European patent law explicitly excludes certain ideas from patent protection .",0,1
In all those places the right to keep and bear arms is intact. registration did NOT lead to confiscation and the denial of gun rights . http://en.wikipedia.org/wiki/Gun_law...tates_by_state So there is your proof right here in the good old USA.,0,1
Moms Demand Action Antis lament as Missouri voters deliver gun rights victory Use your key for the next article,0,1
"The Commission's rulings are non-binding but "" powerful governments do not like to be branded as human rights violators,"" she said.",0,1
"Because the public purpose of the right to keep arms was to check government , the right necessarily belonged to the individual and, as a matter of theory, was thought to be absolute in that it could not be abrogated by the prevailing rulers.",0,1
He points to a temporary measure in 2004 that offered American companies one-year relief of the tax burden and isn't convinced it did all that much good.,0,1
I wanted to go into the brilliance of the Electoral College as I was putting that last comment together but didnâ€™t because I thought I was going on too long already.,0,1
"Bruce Springsteen and Pete Seeger have recorded the folk classic ""Hobo's Lullaby"" for ""Give US Your Poor,"" a multi-artist CD devoted to fighting homelessness .Appleseed Recordings will release the disc Sept. 25.",0,1
"Study after study has shown that high taxes breed slow economies, particularly at the state level, where people can avoid taxes simply by moving to state with lower taxes.",0,1
"Where were you, Republicans, when the sword of Islam came to America, and the best you could do was celebrate Ramadan in the White House and say ""Islam is a religion of peace"" while depending on the magical power of democracy to reform their warped souls?",0,1
And his kingdomâ€™s petroleum wealth would emerge as a crucial factor in Middle East politics and the bargaining over global energy supplies.,0,1
"Know the reality, that wealth hinders entrance into the kingdom of God and living the Christian life and, thus, not many wealthy are saved.",0,1
"Full of wit and candor, Raymond's account offers an astonishingly frank look at the black art of campaigning and the vagaries of the Republican establishment.",0,1
The easiest way to destroy a community is when drugs and guns infest it.,0,1
"While this makes great grist for the gun-rights mill , it is in reality another one of these cases in which a tiny bit of investigation reveals that it's not what you think.",0,1
"Sierra Club of Canada is one of the founding members of the Green Budget Coalition which provides recommendations to government on how to remove perverse subsidies encouraging environmental damage, shifting the tax burden to harmful practices and creating tax signals to encourage environmental improvement.",0,1
"Our obsession with guns is more than just a little disturbing, as many hide behind the false cloak of the 2nd Amendment .",0,1
"Ten foundations organized the project to encourage public involvement during the post-election transition period , when the mayor-elect and his team usually make far-reaching decisions.",0,1
"We are not concerned with the political machinations of governments. We are merely concerned with the interaction between governments and our individual needs. Our main concern in maintaining our own health, wealth and happiness is the need to protect ourselves from impositions created by governments. We must be careful to achieve this objective without conflicting with the government and its laws, without rocking the boat of government and without even giving the appearance of interfering with the demands of the government. Here are some Rules of Conduct that merit consideration when we are dealing with political affairs and governmental agencies:",0,1
Please click on the video below to watch an interview about this important gun rights victory :,0,1
"Posted on September 14, 2013 According to the United Nations Â dark blue represent those countries with a very high human developmentâ€¦.I would like to know if enslavement by the welfare state is on the list of human developmentsâ€¦â€¦.? According to Plato Democracy is the father of Tyranny.",0,1
"States with regressive tax structures have negative tax inequality indexes, meaning that incomes are less equal in those states after state and local taxes than before (See Ap- pendix B for state-by-state rankings and more details).",0,1
Thus there can be a powerful reinforcement of social security .,0,1
Skin Infections and MRSA Information / Parent's Guide to MRSA These documents from the California Department of Public Health (CDPH) were designed to educate and alleviate fears generated by staph reports.,0,1
"If you look at it as the first level being simply the work you put in, and the output you get, you can define a calculus of wealth .",0,1
This peer-reviewed scientific journal publishes theoretical and empirical papers and essays and book reviews that advance an understanding of the role and function (and dysfunctions) of mass media and mass communication in society or the world.,0,1
"Home / Featured / The War Against Work And Wealth The War Against Work And Wealth Work produces wealth ; less work means less wealth, and also less upward mobility for those who drop out of the labor force.",0,1
"It has the history that is amply described in the report and its own problem-filled present of the shattered infrastructure, the issues of poverty, development, education, health, the democracy deficit , corruption; all of the international rankings that we know so well, Angola standing 161 out of 177 in the UNDP's Human Development Index, a problem-filled country and a country that has a history of shaping, resisting, sidelining foreign pressure, foreign influence, and with a capacity given its oil revenues to be able to listen selectively when Angola wants to.",0,1
"Given that there is already more than one essay in grounding human rights in traditions other than Christianity (Abdulaziz Sachedina's work is a case in point, as seen in his contribution to the Hedgehog symposium quoted), it may be rash to make excessive claims for Christianity here.",0,1
"In my view, the Taliban aims to collapse the government but damage of the government by this leadership is an equal disaster",0,1
"The trick to effect real, lasting, institutional change towards limited government is two fold: 1) Through the judiciary; 2) Creating the condition wherein a class of people will be invested in governmentâ€™s decrease .",0,1
