Sentence,Hyperbole,Metaphor
"Guns and gold, my daddy told me you`ll never lose your money!Not at gander in brookfeild!I recently witnessed two cases of used gun gouging , as a matter of fact the appraiser never even showed his face.First a late model Remington",1,1
Confirmatory tests for the presence of hepatitis C infection are those tests that determine the presence of hepatitis C viral particles (HCV-RNA) in the blood.,0,0
4 years to begin openly pushing anti-gun legislation â€¦,0,1
"I can see someone who enjoys hunting, firearm practice , LEO, ex military or even collectors but having more than 3-5 guns and rarely using them seems a little wasteful.",0,0
I was there about an hour and I bet I watched 75-100 guns walk out the door in that time.,1,1
Use the video camera to produce advertisements that show understanding of the techniques used to target consumers.,0,0
"Lee calculated how much people at various income levels pay under the carbon tax and what they'll get back in income tax cuts and credits over a three-year period, and called his conclusions ""a perverse result.""",0,1
"Well as soon as we get our debate on we'll show you that lower crime rates in anti-gun countries is due to the local economy, not gun control, and further show how said countries would lower their crime rate further by legalizing private gun ownership .",0,0
"Everything from exiting military equipment and food for troops to new federal contract dollars are facing levies, customs fees and fines â€” a wave of taxation estimated to slice $1 billion or more off the top of aid that was supposed to go to the Afghan people.",0,1
"communication about opportunities for change. It is helping faith congregations raise readiness levels to assist when emergencies surprise, and stakeholders collaborate for interim solutions to the painfully enduring witchcraft of poverty . It takes many shapes and forms, each designed to support and facilitate the delivery of",1,1
"Don't you see I am the one burning his wings Yet for love, to his life, no moth clings You don't need to shed tears for my life In this love, my only hope is my strife .",0,1
For long-term health and reduced chronic disease risk :,0,0
Visa officers abroad concluded the review of 331 immigrant applicants for possible involvement in war crimes or crimes against humanity.,0,0
It enumerates the three sets of issues related to the application of conventional analysis to Information-Age tools of government .,0,1
Identity thieves seem to like to target the government .,0,0
"Domestic sheep transmit pathogens to wild sheep which cause a deadly pneumonia , resulting in wide scale herd die-offs.",0,0
It reversed civil liberties .,0,1
"Because of the repeal of the estate tax, Melba Phillips had decided to send in her bequest earlier, while still living, to gain the full benefit of income tax deductions .",0,0
Washington police officer's son shoots sister with dad 's gun ; officer charged,0,0
"These Semitic invaders , possessing a well-developed culture, established the kingdom of Aksum, which, by the end of the 4th century ad, ruled the northern stretches of the Ethiopian Plateau and the eastern lowlands.",0,0
So if you really give a damn about the people of the US you might want to think about some real gun legislation instead of the joke we have right now which lets a loony woman and her psychotic son stockpile enough weapons and ammo to take out a school and no one bothers to even check on them.,0,0
"If you to take any copyrighted materials you agree to pay all fees and penalties, legal costs, lawyer and legal fees, associated expenses including any travel costs, thatÂ result from or are associated with the copyright holder or artist enforcing the copyright or this agreement.",0,1
"I'm not huge on the gun control issue either way, but this PSA is pretty amazing, no mater which side you are on.",0,0
youâ€™re just halfway there Mac. the next issue has to be the open carry movement. it happens in gun friendly states and mostly its the decent LEOâ€™s that are given a hard time by the open carry advocates. quite honestly iâ€™m waiting for a concealed carry holder to end up shooting an open carry guy because he accidently flags someone with his AR and the concealed carry person acts in defense of what he perceives is a hostile act.,0,0
"We hope that with the support and help of the international community, the Myanmar Government and people can start reconstruction at an early date to restore their normal life and production.",0,0
Demonstrating you don't understand gun ownership I see?,0,0
Early historical accounts of religious utopianism or millennialism tended to focus almost exclusively on Jewish and Christian millennial movements and their expression in apocalyptic texts such as the Book of Daniel and the Book of Revelations.,0,1
Unless moderate liberals and pro gun rights liberals start calling out their leadership they reap what they sow and the labels that go with it.,0,0
War is the enemy of the poor .,1,1
"Barber, B.R., "" Misreading democracy .",0,1
"Want something to fight cancer , prevent heart ailments and head off brain drain?",0,1
"This tradition has been assimilated, revived and enriched by the scientific environments of the different countries of Islam that gave it, sometimes, certain specific mark at the level of this or that research and teaching orientation, as well as at the level of composition of the contents of the works, of the terminology, or of the classification of the studied disciplines.",0,0
"Say the resident sees only the UNIDENTIFIED officer's gun (in hand) through the peep hole, is it then OK for the resident to shoot?",0,0
"Only you can judge how much money , in form of cash or credit card, your teenager should carry.",0,0
"The world is completely dependent on the the expertise and ingenuity of these new industrial powers and in this session, we will examine among other things; the role of the investment community in the process of expansion and growth, the role of governments through regulatory matters and other incentives; and finally the trends, both in technology, in manufacturing and in services that the industry can expect from the various regional powers.",0,0
Jakov Lind (19262007) was born Heinz Jakov Landwirth in Vienna in 1927 to an assimilated Jewish family .,0,0
Government History,0,0
Constitution restrains the Feds,0,1
"2) The NRA isn't perfect but if most gun owners joined the NRA, there would be no more concerted anti gun efforts by the DEms.",0,0
It falls under Section 103(i) in the Brady Law:Â And backs up the Second Amendment â€¦â€¦â€¦â€¦.,0,0
"They figure we will always be able to own firearms, we may have to jump through some hoops to satisfy gun control and government but the market will always be there.",0,1
Because as correctly identified by congress the CDC is a gun control propaganda factory .,0,1
"What is meant by the following wording in Proposal Format Section: ""Awards made under this BAA are subject to the provisions of the Federal Acquisition Regulation (FAR) Subpart 9.5, Organizational Conflict of Interest.",0,0
"Ted Shelsby,Sun Staff Correspondent BETHESDA -- As the federal government wrestles to get the deficit under control, there are two things that seem fairly certain: Taxes will go up and federal contracts will be terminated.",0,1
"The City of Bakersfield operates according to the council-manager form of government which vests authority in an elected city council which, in turn, hires an appointed executive.",0,0
"With high taxes, the only way to retain the bulk of the wealth created by a business is by reinvesting it in the business -- in plants, equipment, staff, research and development, new products and all the rest.",0,0
Pointing that out as a justification for higher taxes on the wealthy is lame.,0,0
"His "" gun control "" is nothing new, and (maybe) addresses only the maximum possible body count from gun crime but that is some .2 % of the problem, aka instating maximum magazine capacity limits (like the 16 oz. soda cup sizes?) and cosmetic restrictons on semi-automatic firearm designs (assault weapon ban).",0,0
This ladies story is a challenge to the church as it operates in these areas because this lady is just one of a million stories of poverty and hardship.,0,0
What Are the Government 's Methods of Buying?,0,0
The votes include a specified number of membership votes (which is the same for all members) and additional votes based on the number of shares held.,0,0
"The USA has enjoyed a reduction in gun crime in spite of a weak economy, thanks to our enjoyment of gun rights (in spite of a hostile Administration).",0,1
"But less than five weeks later, petty tyrants at the UN rammed the UN Gun Ban through the Programme Against Small Arms meeting.",0,1
A pox on that house of the NRA and their frothing defense of every gun in every situation.,0,1
Simon has said he must win in both the ``beauty contest`` popular vote and the direct- election harvest of convention delegates in next Tuesday`s Democratic primary to revalidate his presidential aspirations and have a say at the party`s national convention next July.,0,1
* Glaring Ideas,0,1
Those applying under the Public category are government sector employees in their home country,0,0
Excise tax on air conditioner,0,0
"Among other things, he learns through personal experience about what hunger, poverty , loneliness and discomforts mean to the less fortunate sections of society.",0,0
CDR currently has reciprocity agreements with the following foreign regulatory boards .,0,0
"In response to Obama's editorial in the Quad City Times last September suggesting the payroll tax ceiling be repealed, critics asked how that fits with his promise not to raise taxes on anyone who makes less than $200,000 or $250,000 (Obama has cited both figures).",0,1
"The lead-up to the 29 March 2008 harmonised local government, parliamentary, senatorial and presidential elections saw widespread reports of intimidation, while the vote-counting was inexplicably delayed.",0,1
"The White Man now does most of the work, carries the overwhelming burden of the tyrannical tax load , while the niggers freeload, breed like rabbits, and the Jews live off the fat of the land.",0,1
"Our country is going bankrupt, but it is because of policies brought on since before Obama took office.",0,0
Yeah I know what you mean because we all know that terrorist and other criminals obey gun laws .Sarcasm.,0,0
But this raises some interesting questions regarding where we came from and whether our 19th century counterparts loved democracy as much as we do.,0,0
"However, when the CHC set out to fight tuberculosis in remote rural Cambodia in 1994, the organization faced a sucession of obstacles.",0,1
Either one has to lock them all up or rely on a foolish pubic who think some law can determine the future becasue they are AFRAID and demand relief of the fear generated by gun control and government.,0,1
I say its getting your way monetarily .,0,0
Not much chance of doing anything about the murderer who killed the child so they think banning guns will accomplish SOMETHING. hard core anti gun operatives soon join the group to use the energy of the hysterics for nefarious political ends-that being to punish gun owners and make pro gun groups defend turf they already hold.,0,0
"If you are interested in doing more to affect the issue of homelessness , the contact numbers for your local homeless coalitions can be found in the attached document.",0,0
"5 guns is an "" arsenal ,"" if he is still tweaking, on Adderall and Temazepam, and he keeps drawing down, on kids and girlfriends.",0,0
You should assume that everything made available on the Site is protected in France and internationally by intellectual property laws .,0,0
"Throughout the seventeenth century, the violence inflicted by Catholics against Protestants, and even between some of the Protestant sects, reached epic proportions.",0,0
"The numbers in Florida remain daunting for him, and California still is stunningly close in terms of Democrat /Republican splits .",0,1
Investigates the biology of migration and its implications for science policy.,0,0
"If Senate Republicans remain united in support of Alito, it would take the just five Democrats backing him to prevent a filibuster -- a parliamentary procedure that kills a nomination by holding up a vote on it.",0,0
"Elections have become a propaganda tool to justify all sorts of corrupt, oppressive regimes.",0,1
"If Hillary Clinton is going to be denied the presidency, it will be because American gun owners refuse to let her launch a hostile agenda against the Second Amendment and pack the Supreme Court with anti-gun judges .",0,0
"More than 500 of the delegates are being selected from the various regions by local caucuses, an exercise in the chaos of democracy that has struck some here with both surprise and anger.",0,1
And were customizing new instruments for Middle Income Countries and developing our business with sub-sovereign entities so we can get at the roots of local poverty .,0,1
"Increased food costs mean a lower or middle class family has less money to spend on other necessities, like childcare or transportation, increasing the taxÃ¢Â€Â™ s burden on already stressed families.",0,1
"The antiepileptic drug topiramate (Topamax) has been shown in studies to reduce bingeing and purging episodes in bulimics, as well as to improve self-esteem, attitudes, and body image.",0,0
"Before he became a Liberal Mr. Churchill had taken the broad views of the South African problem that his fatherâ€™s later opinions commended to him, and he was properly chosen to expound to the House of Commons the plan of self-government that embodied them.",0,0
"Two additional patrolmen are stationed at West Point, 15 miles southeast of Wisner.",0,0
"If they make 100,000 times what you do then their taxes will be 100,000 times as much as yours.",0,0
"Yes, as if all money is the birthright of government .",0,1
Event draws gun rights activists statewide,0,0
I really don't understand why gun control hates carry permits so much.,0,1
The Section of Taxation puts all of the latest information on administrative and procedural developments in tax law right at your fingertips.,0,0
"Wazzup says: November 9, 2006 at 12:50 PM Hereâ€™s a good one, that I read today, â€œwe are in a period of wealth reversal â€.",0,1
The federal government currently measures poverty in America using a method originally developed in 1963.,0,1
"In YouthBuild programs, low-income young people ages 16â€“24 work toward their GED or high school diploma while learning job skills by building affordable housing for homeless and low-income people.",0,0
"Assuming the $967 billion and $80 billion are two separate pools of wealth , then the proposed fiscal 2014 budget for Health and Human Services is more than $1 trillion.",0,1
"[201](p.997) Even more recently, the Ninth Circuit has embraced the ""collective rights"" theory of the Second Amendment .",0,1
The solution doesn't involve either gun control or gun freedoms.,0,0
This idea originates from the Capitalist ideology that places materialism and the perusal of wealth as the ultimate aim of the human being.,0,1
When you combine those two facts the poor and uneducated classes tend to vote more conservatively .,0,0
"Also tagged Cybercrime , Whaling",0,0
and the only federal gun control signed by a republican was reagan signing a mostly pro gun bill that had a poison pill attached that was not properly included in the first place who signed the 1934 NFA-FDR who signed the brady bill-Clinton who signed the lautenberg amendment-CLinton The assault weapon ban-Clinton the 68 GCA-Johnson,0,0
They probably have some hidden ATF override feature so they can shut your gun off.,0,0
"Practically every single firearm in existence is ""military grade "" by this definition.",0,0
"The accidental injury rate by firearm declined 27% between 1982-1991, with the fatal gun accident rate dropping 80% between 1966-1995.",0,0
"Her interviews with women largely confirm the manâ€™s suspicion; she notes that many of them read poverty as a character flaw, and refuse to entertain the possibility of marriage with a man who doesnâ€™t fulfill the traditional role.",0,1
Colorado state senators recalled over gun control support Read more: Colorado state senators recalled over gun control support,0,0
dougsomers commented on Cowboys fan points gun at Irvin on 01/15/09 at 06:17:57 AM ET,0,0
"Essentially, when you vote, you vote for more than one candidate for the position, ranked in order of your preference.",0,0
"The meaning of the word; ['jihad'; Ar. from the root 'jahada',to struggle; assert oneself, as in making great effort to arrive at a conclusion as to the meaning and interpretation of Islamic Law (ijtihad); strive, as in, striving to complete a monumental task (jahed); jihad lit .",0,0
Murray was required to pass criminal - background checks before each purchase.,0,0
"Answering as to ""How this idea and conviction matured ?""",0,1
"Beyond rearticulating and updating the findings of More Guns, Less Crime, Lott uses this book to point out anti-gun bias in the media.",0,0
"It is from this crucible that the experience of democracy â€“ as self-rule â€“ emerged: â€œThey inhabited spaces of democratic improvisation, in which a jumbled amalgam of people, most of which with at least some initial experience of methods of communal self-governance, find themselves in new communities, outside the immediate supervision of the state.â€",0,0
"My old eagerness was revived when I read books on the life of the Holy Prophet and studied the history of Islam, and the urge to perform the Hajj and make the pilgrimage to Makkah and Madinah became so strong that I was never without it.",0,0
"Girls aged 12-17 are regularly trafficked from villages and brought to the city to work as maids for an average monthly wage of 1,500 naira (US$13) which they usually send back to their parents who are caring for several of their siblings, according to Ahmed.",0,0
"The meaning of an election is that all of us come together to make decisions based on our common experience.""",0,0
Guns enable them to hold onto their fading influence.,0,0
Liberal conservatism,0,0
"If you have these risk factors AND you aquire a firearm , then your statistics would be accurate.",0,0
"Legislation never has, and never will curb gun violence .",0,1
"For years and years the conservatives and Republicans have been spouting off the ideals of the â€œfree marketâ€ (and they now backtrack, saying that the market was never â€œfreeâ€ and a free market was never implemented , just like a true Communist state never existed) and deregulation and suddenly when the walls have collapsed, their only solution is more regulation.",0,0
"Eventually, nearly 3,000 of the city â€™s poorâ€”many of them refugees from insecureÂ shantytownsâ€”would join the initial squatters, creatingÂ a makeshift city with apartments up to the 28th floor, even though there are noÂ elevators or, in some places, even a facade.",0,0
"You have had ENOUGH money drama to last you a lifetime and are ready to experience balance and peace You are sick and tired of living with poverty consciousness and seeing only lack and limitation around you You are ready to END the drought of wealth in your life You want OFF the feast-or-famine rollercoaster and to create a consistent, abundant flow of money",0,1
"We teach that anti-Semitism is inconsistent with Biblical faith .""",0,0
"Gun sales are booming in California, which is considering numerous pieces of anti-gun legislation .",0,0
Revenue streams: An euphemism used by politicians to describe the outflow of money from the pockets of the mullets in an attempt to quench the insatiable thirst of the beast of state government.,1,1
"My cases, yes more then one, are complecated and there seems to be no end to the waterfall of red tape .",1,1
"To Quote Need to capture experience and expertise?, introduce new ideas into your organization?, want a template to document rationale and good practice?, wish to explain and teach novices?, share solutions that have ... [Read More]",0,0
"When liberals can actually come up with a gun control solution that actually prevents criminals from still having them, I might be willing to listen.",0,0
Recession entertainment @ its finest. fight hunger by promoting a competitive eater.,0,1
You spend more money with fewer results but this is success because more money benefited the people who are poor.,0,0
Philosophy of Pro-Life movement,0,1
This isnâ€™t your typical â€œstartup ran out of money â€ story .,0,1
"Nearly 200 years ago, Frederic Bastiat wrote: "" Government is the great fiction by which everyone endeavors to live at the expense of everybody else.""",1,1
"There are a series of steps that federal and state policymakers could take to soften the recession harshest impacts and limit the extent of the increases in deep poverty , destitution, and homelessness.""",0,1
"The priorities of the nation-state known as the United States of America, as evidenced by how it spends the money extorted from its citizens under the legalistic veneer of taxation , seldom represents what would most benefit those citizens.",0,1
The gun kooks make it that easy with their dick moves.,0,1
"The guide is trained in tourism, and is by no means a government â€œ minder .â€",0,0
"Nor SHOULD there be a way to tax all money in this country, whether it's passing from hand to hand, bank to bank, etc....",0,0
Vote Law,0,0
Your vehicle of wealth is the most important element to your accumulation of riches.,1,1
"Aposhian isnâ€™t worried that the gun - rights tide is turning, at least not in Utah.",0,0
So calligraphy decorated the mosques and holy books of Islam.,0,0
"Who needs war when you can have surges and conflicts and the franchising of Democracy , eh?",0,1
The governing document of the LLC is called the Operating Agreement (a contract between the members) and it will define when meetings are to be held.,0,0
Exercise your 2nd amendment and open carry if legal in your area.,0,0
How hot money nearly sank China's economy Beijingâ€™s crackdown on shadow banking sunk global markets in late June.,0,1
"I love people who claim that the gun route can be done ""instantly in the heat of emotion"" as if no will or planning is involved or necessary to do something like this.",0,1
Thinking requires no money and no permission.,0,0
"U.S. aviation policy since deregulation has been to continue to reduce government intrusion in commercial decision-making by airlines, and to recognize and accommodate changes in the marketplace.",0,0
"People around the world guzzle about 50 billion gallons of bottled water a year, and then toss billions of those plastic bottles into the trash heap instead of the recycling bin .",0,0
This document authorizes the withholding or withdrawal of life-sustaining procedures in the event of a terminal condition.,0,0
I will never vote for a third party again because of Perot.,0,0
The park is in a malaria free zone and is only 50 kilometres inland from Port Elizabeth making it easily accessible to visitors.,0,0
In 2001 a garden committee was formed to expand and improve the demonstration gardens.,0,0
"Daniel multiplies the hopes of the resurrection with the following: ""And many of those who sleep In the dust of the earth shall awake, some to everlasting life, and some to shame and everlasting contempt"" (Dan.",1,1
Has heavy taxation hurt the Danish and Swedish economies?,0,1
"""Guns don't kill people, people kill people"" - No one claimed that the guns are morally responsible .",0,1
"Guess, that is how India's democracy operates these days, from Natwar Singh's alleged behind the scene activities in Iraq's food for oil programme and other underhand ministerial activities routinely exposed by tehlika.com, it seems that this overly secretive attitude by Indian establishment is something Islamabad will have to bear within the days to come.",0,1
"I think what it means is that there is a marketplace of ideas, a notion that was widely accepted in this country a generation or two ago, and that we somehow have moved away from; in that marketplace of ideas, it is clear that the European ideas about order, hierarchy, the ability to distinguish--discrimination as a positive function--not against people, but against weaker ideas , weaker ways of doing things--those have prevailed, they have been taken up all over the world.",1,1
My P97 is only a couple of years old and I am loath to beta test another handgun for the omnipotent gun makers !!,0,1
"On December 16, 2008 a Czech organisation ANO pro Evropu (YES for Europe) held a conference in Prague on the potential for the EU to face challenges in human rights enforcement and democracy building .",0,1
The irony of this whole affair was that those who proscribed his writings had no idea as to what obscenity was nor the ability to distinguish the provocative dimensions of the law that was applied for this purpose from the alleged provocation of the books under consideration.,0,1
Compulsory taxation flatly negates this right to own property: the government arrogates to itself the power to decide the ends which individuals' wealth will be used to achieve.,0,0
"Junior: Ace Racers xx Cabela's Dangerous Hunts 2009 xx Cake Mania : Baker's Challenge xx Call of Duty: World at War - Final Fronts 73 Crash Bandicoot: Mind over Mutant 55 Dance Dance Revolution X xx Disney Sing It xx Disney TH!NK Fast xx Dog Island, The 61 Dokapon Kingdom xx Dora the Explorer: Dora Saves the Snow Princess 46 Dragon Ball Z: Infinite World 41 Dynasty Warriors 6 64 Eternal Poison 82 FIFA Soccer 09 30 George of the Jungle and the Search for the Secret xx Go, Diego, Go!",0,0
Kentucky state representative accidentally fires gun in Capitol building,0,0
its fun watching this sort of silly argument. you start about making people secure their guns .,0,0
"The Sarvodayan model of socially engaged Buddhism shows that Buddhism and socioeconomic development are not necessarily contradictory, as long as Buddhist values shape, control, and delimit the means and goals of socioeconomic development.",0,1
This committee promotes international aerospace medicine and allied disciplines through excellence in education and training conducted or cosponsored by the Association and consistent with the Association's objectives.,0,0
"How do I convince my people that Israel is serious about peace while over the past decade, Israel intensified the colonization of Palestinian land from which it was ostensibly negotiating a withdrawal?",0,0
Elections Won't Prevent Civil War in Iraq,0,1
"It thinks everything has to be institutionalized, and the existence of imaginative entrepreneurs is discarded like a monkey wrench unless that existence submits to government bureaucrats .",0,0
"""If guns were the problem, crime would not continue to go down as gun ownership explodes .",0,1
"From crane collapses to gubernatorial sex scandals to buzz over a plethora of new fine-dining options, there was rarely a dull moment in Manhattan, especially on the West Side.",0,0
"If preventing innocent deaths is the major concern behind gun control , I would think the same sort of measures would save far more lives if applied to alcohol.",0,0
"The other view concludes that the national debt is troubling, but nothing a good dose of taxation wouldnâ€™t cure.",0,1
"Central Europe - including Slovenia - with its history of industrial capitalism, modern bureaucratic governance and the rule of law - is reverting to its historical default.",0,0
"The MSM mainly portrayed Obama as being like Santa Claus and Romney as being like the Grinch - based on that ""factual information"" alone, how would you have voted ?",0,0
"If missing precincts exactly match reporting precincts, then the Webb lead should eventually grow to a rough estimate of 3,850 votes .",0,0
Your vote on Tuesday could ensure the strength of the Second Amendment for generations to come.,0,1
Yet somehow we have become convinced guns can kill and have drunk the cool-aid of gun control believing inanimate objects go out and kill or control people to kill.,0,0
"Given close monitoring, indigenous Iraqis could have administered their own governmental affairs in most policy areas and provided for much of their own security beginning soon after the fall of the Hussein regime.",0,0
Facing Ovarian Cancer : A Woman's Guide (502) Ovarian caner is the sixth most common cause of cancer death in women.,0,1
"Unless you are a firearms expert, which I don't recognize, guns are already manufactured as well as the current technology allows, so your ""if"" statement is illogical.",0,0
"In unglaciated parts of Siberia, alases (coalescing thaw depressions ) formed during Holocene warm intervals occupy areas as large as 25 km2 .",0,0
And it certainly was not true that a period of enduring mass poverty was needed to accumulate savings and investment and to raise productivity.,0,0
"Source: NJ Federation of Food Banks hunger survey , February 2010",0,0
"In a letter that he released after the shooting, Fleury said he had checked the chamber and had not realized the gun was loaded.",0,0
The Iraq war-quagmire continues its devastating drain on American taxpayers -tax dollars drained away from being used for life and health and other necessities here at home.,0,1
"If gun confisacation means gun grab, dont say it in front of turtle dude.",0,0
One cannot help but entertain the idea of what our society would look like if we used all of our brain equally or much differently than we do now.,0,1
"For those that have never heard of unobstructed guns failing for one reason or another, you just haven't been around long enough, or haven't been paying attention.",0,1
(1) The state legislation is authorised to designate by implementing legislation the setting-up of honorary animal protection officers and to issue more detailed provisions regarding:,0,0
Some twenty secondary schools and a hundred primary schools were established in her reign.,0,0
"The reason most cited -- by scientists and scientific organizations -- for the current warming trend is an increase in the concentrations of greenhouse gases , which are in the atmosphere naturally and help keep the planet's temperature at a comfortable level.",0,0
"We had our own little electoral â€œirregularitiesâ€ down here in Portsmouthâ€™s First Ward, where we suffer from constipated democracy .",1,1
"Poverty sells children for a loaf of bread and locks them up in dark, skanky rooms to be raped 40 times aÂ day by pedophiles as a result of sex trafficking.",0,1
"Included are those men and women who worked in the political campaign against slavery, but also those who wrote anti-slavery poems, novels, and plays.",0,0
"Election, Round 2:Â ""Afghan president Hamid Karzai rejected on Monday a demand from his rival in a presidential run-off to sack the country's top election official "" - Security Think Tank:Â ""A flawed second round will hand Taliban insurgents a significant strategic victory and erode public confidence in the electoral process and the international commitment to the countryâ€™s democratic institutions.""",0,1
"Have a good one, almighty gun nut !",1,1
"Countering racist trends and the meltingpot theory of Americanization, they championed the idea of diversity.",0,1
"After firing away all their ammunition these were now replaced by a battery of Franklin's division, which kept up a fire with two pieces until 12 o'clock at night, when I was ordered again to fall back to form the rear guard.",0,0
"Wednesday, September 21, 2011 Poulteney.One of the commonest symptoms of wealth today is de-structive neurosis; in his century it was tranquil boredom.",0,1
"The esult of votes taken July 23, 1889: Pleasure Grounds Aye 271;",0,0
Parishoners carrying guns isn't always a good thing,0,0
"In conclusion, Shapiro states that, despite its flaws, Enlightenment democracy best preserves truth as a value and underlines the importance of rational deliberation and competition for the discovery of truth.",0,1
"Meetings by Electronic Means of Communication: To the extent provided in these Bylaws, the Board of Directors, or any committee of the Board, may, in addition to conducting meetings in which each director participates in person, and notwithstanding any place set forth in the notice of the meeting or these Bylaws, conduct any regular or special meeting by the use of any electronic means of communication, provided (a) all participating directors may simultaneously hear each other during the meeting, or (b) all communication during the meeting is immediately transmitted to each participating director, and each participating director is able to immediately send messages to all other participating directors.",0,0
"""U.S. media outlets operating in an environment in which anyone who questions the administration 's foreign policy is accused of being unpatriotic have taken it as their assignment to sell the war, not to present a mix of information that might call the justification for war into question.""",0,0
On every continent in every age men have sought escape from povertyâ€™s oppression .,1,1
"I think it's important to differentiate between those who want some gun legislation and those who want to ban firearms in general, noting that the latter is definitely a minority on this side of the gun control spectrum .",0,1
"Connecticut Against Gun Violence rallies 5,000 people to support safer gun legislation .",0,1
So eventualy our gun rights will be demolished thanks to less lethal force?,0,1
"The more you seriously think about real self-defense, instead relying on magical gun talisman , the more you realize what a small part firing your gun plays.",0,1
"Women in the United States who are targets of domestic abuse and stalking are at an increased risk of gun attacks , and are more than three-and-a-half times as likely than men to be killed by an intimate partner.",0,0
"(v) Taking any action that imposes an unreasonable or disproportionately large load on this Website's infrastructure (including without limitation ""flooding,"" "" spamming ,"" ""mail bombing ,"" or ""crashing"" the Website);",0,1
creditors can only ask you to pay back the money - not to return the goods,0,0
"But inflation is a really bad type of tax, and in view of todayâ€™s hand-wringing over wealth inequality it is an especially bad tax. First, the inflation tax is highly regressiveâ€”the poorest get hit the hardest. People who rentâ€”rather than ownâ€”their homes and work for relatively low wages and earn few capital gains, suffer falling standards of living. The regressive tax of inflation is clearly politically divisive, straining the social fabric as middle and upper income home owners with fixed-rate, long-term mortgage are being made better off and the low income renters are struggling to get by.",0,1
"If you are a producer and want to check whether the customs duties apply to your products, check the Integrated Tariff of the European Communities, referred to as Taric, for which the European Commission publishes a daily update.",0,0
"On the Democratic side 65% of voters want Hillary Clinton to be their candidate in 2016 to just 9% for Biden, 5% for Elizabeth Warren and Andrew Cuomo, and 4% for Cory Booker.",0,0
"However, just as we Palestinians must be realistic with respect to Israel's demographic desires , Israelis too must be realistic in understanding that there can be no solution to the Israeli-Palestinian conflict if the legitimate rights of these innocent civilians continue to be ignored.",0,0
I vote conservative on some things and I have liberal stances on others.,0,0
"Defining and promoting future basic research directions for collaborative basic research in ICTs at EU scale, developing strategies for fostering research excellence beyond national boundaries, motivating and enabling effective university-industry collaboration and well integrating the new member states into the EU's basic research and innovation fabric are some of the new challenges lying ahead of us in the coming FP7.",0,0
Anybody with a gun present is better than 1000 cops outside hiding behind vehicles and buildings waiting for it to be safe to enter and fully assessed.,0,0
Nothing prunes red tape more quickly than an angry President.,0,1
"Then a series of gritty street scenes projects an infinite loneliness into every molecule of 20th century urban life â€” as the fallen leaves of poverty , disconnection and suffering pile up.",1,1
Organizing is one of the fundamental activities of a functioning democracy .,0,1
Im not going to get into the political aspects of gun control .,0,0
"The terminology has a great deal of ""common sense"" appeal and the theory provides explanatory support for many everyday events (including forgetting, remembering, mnemonics, confusion, ambiguity, uncertainty, and conflicting desires ).",0,0
"EPA: Global Warming for Educators EPA's Global Warming Site contains a wealth of materials that educators and outreach professionals can use in presentations and classroom activities on climate change science, potential impacts, and mitigation options. http://yosemite.epa.gov/oar/globalwarming.nsf/content/VisitorCenterEducators.html",0,1
"Writing in the foreword to a 2006 ONE report on how the world was responding to the fight against extreme poverty in Africa, Mandela said:Â â€œWorld leaders made promises that have the potential to help millions escape the prison of poverty .",1,1
"Guns are the issue ; the ability to possess them, the right to own and use them.",0,0
"Such women should also be treated intrapartum, because GBS bacteriuria represents a marker for heavy genital tract colonization .",0,0
"Anyone else as president , now matter the political party, will do just as poorly as long, as you continue to do what you do now.",0,0
"Congress should direct the Joint Committee on Taxation and Congressional Budget Office to incorporate the excess burden of taxation in their budget analyses, including cost estimates of legislation , baseline budget projections, and budget options.",0,0
The only sounds are the roar of guns and the grunts of monsters.,1,1
Related Organization: Rainbows of Hope,0,1
"I believe guns reflect more than one concern for good citizens, especially if one has school aged children.",0,1
"States with regressive tax structures have negative tax inequality indexes, meaning that incomes are less equal in those states after state and local taxes than before (See Appendix B for state-by-state rankings and more details).",0,1
More Money stories Â»,0,0
Children are being denied family inheritance and forced into poverty .,0,1
"Renowned actor Martin Sheen narrates this epic documentary on the origins of global poverty: military conquest, slavery, and colonization. The film highlights the horrific saga of poverty , as it came to be and has continued to exist throughout eras of unfair political policy and greed. The discrepancy between ï¿½ï¿½ï¿½developedï¿½ï¿½ï¿½ and ï¿½ï¿½ï¿½less-developedï¿½ï¿½ï¿½ nations is addressed with an eye on pointing out the persistence of such policies in the face of their glaring deficiencies with regard to the worldï¿½ï¿½ï¿½s poor. Philippe Diaz directed the film, available here. 1. Why Poverty?",0,1
Bow Wow makes voting cool .,0,0
"The Huffington Post features National Exhibition Month in ""Beyond the Big Test"" as a way to shine a light on the "" brilliant idea "" of performance assessment.",0,1
Firearms Training,0,0
Real conservatism ALWAYS wins elections .,1,0
"It is a copyrighted instrument that must be administered by someone with special training, so it is not included in LinguaLinks.",0,1
"Recalled Colorado Sen. Angela Giron: We can beat the gun lobby &mdash; we already have - The Washington Post Gun legislation has stalled in Congress because lawmakers fear the fate I suffered Â— being targeted, voted out or recalled by extremist political activists because of views on firearms safety that dare challenge the gun lobby .",0,1
"It is not for general distribution, but it nevertheless has to rank as a landmark contribution to the bureaucratic cold war .",0,1
"Here we identify smoke-induced transcription factors, and the MMP-1 promoter as a target of tobacco smoke, improving our understanding of the biology of the smoker's lung.",0,0
