Sentence,Hyperbole,Metaphor
The nation will soon be liberated from the foulest thralldom.,1,1
Your forever friend lifts you up in spirits and makes that dark and empty world suddenly seem bright and full.,1,1
There's no fool like an old fool,1,0
"Books are the best friends.No matter what difficulties you meet with in life,you can turn to them for help and they will never discard you.",1,1
Because his sound contains a tune-pattern of lifting up one's horn and cynicism which worships selfish talks.,1,1
They're so lacking in confidence in the attraction of the games they televise that feel they have to hype up with some hysterical commentator in order to get anyone to watch them.,1,0
Instead she Blew Monkey right out of sight with a single wave of her plantain fan.,1,0
There was a hail of angry words.,1,1
For the first time her veneer of politeness began to crack.,1,1
Today her eyes were as dull as a puddle.,1,0
Such was its seductive hold that it could seem as if all of modern life was bewitched by a Taylorist demon.,1,1
The rain stung the pavement with all the fury of the arrows at Agincourt.,1,1
No town can never be home; yet the past can never be back.,1,1
Her gear shifts sounded like twenty cooks pushing trays of silverware into an industrial-strength garbage disposal.,1,0
Much to his horror he was swept off his feet and sent flying through the corridors by a roomful of water.,1,1
Tied around his neck was a solid black scarf that hinted at a beatnik spirit lurking beneath the formality.,1,1
"The wild goose is more of a cosmopolite than we; he breaks his fast in Canada, takes a luncheon in the Ohio, and plumes himself for the night in a southern bayou.",1,1
I had to run like mad to catch the bus.,1,0
He was ready to plough down everything that stood in the way of his goal.,1,1
His essay was a hotchpotch of other people's ideas.,1,1
That enemy officer is a devil incarnate / an incarnate fiend.,1,1
"These days, we are bombarded with endless junk mail, fliers, and general bumf.",1,1
A good name keeps its luster in the dark,1,1
"Two cats and a mouse, two wives in one house, two dogs and a bone, never agree in one",1,1
Everything you cook for me is a banquet.,1,1
Done this in awful haste - forgive if egg-sucking but just first speedy thoughts to turn round a.s.a.p.,1,0
I had been moved into the front room and laid out like a corpse on the sofa.,1,0
"I cut up articulated lorries, rashly overtake, and dash through traffic lights when they're more red than amber.",1,1
They've got gunpowder enough to keep the whole battery firing for ever.,1,1
Football hooliganism is now reaching epidemic proportions.,1,1
It ' s the effect of your magic that I have started quivering.,1,1
I was born on the crest of a wave and rocked in the cradle of the deep.,1,1
"One loosened, the rest follow in a steady stream, wrestling bitterly for freedom.",1,1
Why quibble ? It just amounted to pulling an inconsiderate monkey.,1,1
How vain it is to sit down to write when you have not stood up to live,1,1
Forgiving releases you from the punishment of a self-made prison where you are both the inmate and the jailer.,1,1
We went out and played like fury.,1,0
"In the most organic, visceral way possible they now felt bonded with utter intimacy to their Chapter, digested by it.",1,1
Being here is the fulfilment of a lifelong ambition.,1,0
"Insult is a monstrous scorpion, and compliment is a likeable nightingale; one stings mercilessly, and the other sings sweetly",1,1
Kenyon cries out from the dark subcontinent of her soul.,1,1
How you can be so insensitive absolutely beats me.,1,1
Her arrival cast a cloud over the party.,1,1
Even the most banal of church hymns can rip your heart out at times like this.,1,1
But she can also be the biggest bore when she piles on endless details about her childhood stomping grounds.,1,1
The next few days were a mad whirl of parties.,1,1
"Until recently, the seventies were a widely hated era, and with wit and humor, Boogie Nights reminds us why.",1,0
Brad had a superb physique and the looks of a young Marlon Brando.,1,1
The exam paper was a piece of cake.,1,1
No words can be the disguise of base intentions,1,1
"Also living a gold hair when the time comes, the small toy of yellow eyes comes out, can not also horrify to decease you this wench.",1,1
"A hot spell, following a rainy summer, was all the bugs needed to ruin ours.",1,1
The sunlight glimmered off these blades and when the sea breeze swept through they rippled like sequins on a party dress.,1,1
"That, and the sheer magnetism of her personality, won the day.",1,1
He felt like a celestial being alone in a drunken stupor.,1,0
The child receives but a blighted memory of its father's stripes.,1,1
You've mutilated the story by making such big changes.,1,1
"This doctor is a dissembler , apparently be sanctimonious, actual begin is cruel - hearted poison.",1,0
"Her feral body takes its own route, grinding, convulsing, swallowing.",1,1
It's enough to kill any decent woman.,1,0
His name will always be twinned with that of our school.,1,0
"The betrayer locked himself in Hikm, blocked the sea-lane, destroyed the portal which lead to town and refused to give back the Amulet of Necromancy .",1,0
Every AIDS patient is a monument to the theory of evolution.,1,1
All of Callinicos' philosophical sophistication and matchless political experience evaporate in the face of the art of his own lifetime.,1,1
Within the dark woods the liquid silver voices of the birds called unceasing.,1,1
Each has a powerful constituency ready to defeat any politician who dares to attack the present system.,1,0
We're all living in a vicious circle.,1,1
Her latest play is a nihilistic vision of the world of the future.,1,1
It was so cold that anything you said had frozen up before leaving your mouth.,1,0
"In his time he's scored the greatest goals, run ragged the greatest defenders the game has had to offer, and been part of the greatest triumphs.",1,1
"He speaks with a public school accent and looks every inch the business executive he, of course, is.",1,1
That ingrate burned me up.,1,1
You're a businesswoman who's good at her job - bloody good; I can testify to that!,1,1
Sitting here with you is heaven.,1,1
"I pray for the swan goose, the moonlight and the spring breeze for thousands of times, wishing the swan goose can bring my miss to you; the moonlight can convey my greeting to you ; the spring breeze can send my care to you!",1,1
I crawled by my buddy and watched him draw his last breath.,1,1
"If you find it full of worries and disquietude, split by the noise of the streets, bombarded by bills and emails and smoke, come to me and find your peace.",1,1
A freak result - nerves - you must have written gibberish.,1,1
I'm sick to death of your endless criticism.,1,1
I will be the passionate and unprejudiced servant of the football we all love.,1,0
My garden had become a veritable jungle by the time I came back from holiday.,1,1
"She had been the rock of our whole family, the matriarch, a marvellous, marvellous woman.",1,1
"That the Japanese, in thrall to China from time immemorial, should try to subjugate their vast neighbor seemed an inversion of the cosmic order.",1,1
Political dishonesty ought to be plucked up by the roots.,1,1
There was an indrawn breath of horror from the audience and then the anxious and everlasting titter .,1,1
Her hopes were cruelly dashed when her parents refused to let her go.,1,1
"Ofsted's chief inspector is an ""odious creature"" and likened him to a spider siting in a poisonous web.",1,1
"In time, like all corruptible passions of the flesh, this one would simply burn itself out.",1,1
Sophie Marceau is dazzling as the alluring Marquise: she captivates at every scene.,1,1
"He had turned from a beer-bellied, ranting bear into a well-groomed, grumbling sheepdog.",1,1
Gore reacted like a rabbit caught in the headlights.,1,0
The sales campaign was a total disaster.,1,1
The cultural life of the country will sink into atrophy unless more writers and artists emerge.,1,1
A silent hug means a thousand words to the unhappy heart.,1,1
The effect of overcrowding was the disastrous one of turning you against all humanity.,1,0
"Learns from another's mistakes facing these, we must grasp the wrists the sigh, must reconsider rises spiritedly , most cannot do is gives up eating for fear of choking.",1,0
The man is dull silver like burnished dirt on the heel of a hand.,1,1
"The flames would flicker on the glass of the brass-framed pictures, enlivening the theatrical characters, making everything cosy.",1,0
Some because he has become the most vitriolic hunter advocate in the nation.,1,0
But he has been thrown into the parchment waste-paper basket of history.,1,1
"Burying it all under a thick shell of bluster, bullying, slavish adherence to protocol and discipline.",1,1
His resourcefulness and range of sound from an orthodox conga set and assorted percussion props is breathtaking.,1,1
"As you are painfully aware, when it comes to being handy, I can barely work a shower curtain.",1,1
The reconditioned air attracts the flies so we wander round like lost nomads thinking about the next meal.,1,0
Her lips twitched with amusement.,1,0
His exam answer was just a lot of waffle.,1,0
All paid jobs absorb and degrade the mind,1,1
For many years Jess had been employed about the cemetery as a man-of-all-work and it was his favourite pleasantry that he knew 'every soul in the place.',1,0
Napoleon stood astride the early 19th century like a giant.,1,1
Atholl would get Up in the morning to find half his country crumbling under his feet.,1,1
Ill air slays sooner than the sword,1,1
"He [ Bush ] isn't perceived as evil, manipulative or even especially political , like Nixon or Lyndon Johnson.",1,0
A face imperturbable as fate.,1,1
Nature never deceives us; it is always us who deceive ourselves Rousseau.,1,0
"His sad, excruciatingly well-behaved adolescence is inextricable from the progress of a doomed friendship with an eccentric schoolmate, Smallgods.",1,0
"The image of Romans as freewheeling, extravagant, anything-goes anarchists is a fraud, a wildly successful con.",1,1
"If you're an ostrich about your debts, you're only going to make matters worse: it would be much better to take your head out of the sand and face facts, however unpleasant.",1,1
Russell is appealingly brash until a bogus subplot forces him to suggest borderline psychosis.,1,1
Don't fluster me or I'll never be ready.,1,0
"The river, that great hider of folly, is what you want.",1,1
"Strappy sandals, chic Capri pants, and an off-the-shoulder blouse make your entrance into any social event one to take notice of.",1,0
Hayley cried for four months and became a poplar tree. Her tears became the sap of the tree.,1,1
His appearance in the show was nothing less than a sensation.,1,0
The icy wind is deliberately devouring the vague night.,1,1
That's the funniest thing I've ever heard.,1,0
The sound of wheels tearing through gravel engrossed her memory.,1,1
The fact stood out cut in stetl on the pitiless daylight.,1,1
"Gongorism drove ""conceit"" to its farthest point: artificiality of diction could go no farther in verse: it was only left for Gracian to apply it to prose.",1,1
"Another, near the center of the jumble, was hung with a waist-length beadwork necklace, eye sockets staring back at me, jaws stretched past the breaking point.",1,0
He'd run a mile if I asked him to marry me.,1,1
Her great horsy face had turned the colour of molten lava and her eyes were glittering with fury.,1,1
Others at the Football Association conspired in turning England's various campaigns into one long David Beckham Experience: a national roadshow of deal-making and baseless self-regard.,1,1
Her kinship with the respected Goldie apparently quells any nagging doubts.,1,0
"Cai must unfold his leads the authority, or along with chases the class flatly , in this at one fell swoop.",1,1
Terrors startle him on every side and dog his every step.,1,1
Courage is grace under pressure,1,1
She is all of a tremble.,1,1
"Know that as you do this, your efforts are increased a thousandfold and we of the Ascended realms join with you, and the Angels sing the notes that will bring in the alignment to GalacticCenter.",1,1
Every animal that has a split hoof not completely divided or that does not chew the cud is unclean for you; whoever touches the carcass of any of them will be unclean.,1,0
His medical skill is so superb that he can hardly be filled in for an emergency.,1,0
It is the heaven-born instinct of a gracious soul to seek shelter from all ills beneath the wings of Jehovah.,1,1
But I know better than to interrupt the hero with my babblings; instead I ape the satisfied cadaver.,1,1
One man's mystical haven for wealth is another's unproductive barbarous relic.,1,1
We don't look a frog in a blender when dancing.,1,1
"Some are streetlamps, some are stars, but all shine like crazy diamonds.",1,0
The bad news cast a pall over the evening.,1,1
"His hands swept restlessly over her body, touching, stroking, his fingers igniting fires wherever they roamed.",1,1
I have every expectation that this chocolate team will melt in the glare of a warm Elland Road reception.,1,1
I'm tired of your unending complaints.,1,1
Katherine Lundy was determined that her children would grow up unaffected and untainted by the cursed country.,1,1
His wife waits on him hand and foot.,1,1
The proposal borders upon the absurd.,1,1
"In the sunshine of the morning, beneath the wide, blue heavens, with a fresh wind astir, what fears, except the most desperate, can find a harbourage ?",1,1
"Now the last week in August, with the sybaritic pleasures of the State Fair behind me and the September reading group deadline in front of me, I can no longer avoid the monster.",1,1
A little child is the sweetest and purest thing in the world,1,1
Missing you and out of coma after a year and everybody given up on me.,1,0
"Nor are Wolfgang's imaginative adventures as king of his dream world, Kingdom of Back, in any way pathological.",1,0
Is you it that that meet regardless what all free and unfettered butterfly?,1,0
"Given time enough, however, the balance becomes a sagging to the grave side.",1,0
The most beautiful women in the world vie to jump into the mogul's bed.,1,1
The lichen-crusted walls bedecked with city grime capture my attention time and time again.,1,1
"Of course, when the papers get hold of a story, it's blown out of all proportion.",1,1
Turn off the damn TV!,1,0
A mountain of melons evaporates in a wink.,1,1
Your characteristic character makes me lick your chaps N years.,1,1
The whole place shrieked: Make Do.,1,1
"Ross finished the doddering this love, then sank Nachuan priceless jewelry, it takes a long love Jack and this submarine.",1,0
The idea is stuffed with ironies.,1,1
I'll next cross disciplines like mad.,1,0
Everything went black in the shocking folds of his embrace.,1,1
Life is like an ice cream. Enjoy it before it melts.,1,0
He watched the men harden to the mechanical slaughter.,1,1
Her steadfast belief never left her for one moment.,1,1
His pride and choleric temper were to ruin him.,1,0
All this questioning is so analytical and clinical - it kills romance.,1,1
So why hasn't it disappeared? Because evolution is a numbers game.,1,1
Fifty dollars for a meal like this ? - That's simply highway robbery!,1,1
That's the guy I want to give my heart to.,1,1
"Yes, Thanksgiving flowers rain, because rain nourishing his growth; goshawk Thanksgiving sky because the sky let him fly; mountain Thanksgiving earth because the earth so that he high-rise.",1,0
There was a glorious sunset rush of pure-blooded warmth all over her back and right down to her fingertips.,1,1
Be ever vigilant; close over your thoughts; extricate yourself from the mire of evil.,1,1
He had learned to live with its many secrets and its brooding sense of menace.,1,0
Then there's the bigger issue the one that's always difficult - at - the - mouth civil libertarian like myself to confront.,1,1
"After maybe ten seconds, he looked like a frozen statue, his right forefinger pointing toward heaven.",1,0
"Flatters human resources inspector general who becomes second nature the grandson to cultivate, confuses by attractive Pei is not oneself, will keep them out invincibly directly.",1,0
We are living in a world where everything is false. The society is like bright paint applied on top of rotten wood,1,0
An' the entire derelict bloody city an' all.,1,1
The precise yet endlessly suggestive works that result from his unrivalled draughtsmanship are just as compelling as his paintings.,1,0
It felt as though she'd drifted into some dreamlike watery paradise.,1,0
"At times, the whole novel borders on caricature, so unremittingly hard-boiled that it threatens to turn to steam.",1,1
The flesh and bones of words rose again to the salvation of their etymologies.,1,1
The lazy warmth of a tropical evening flushes through my limbs.,1,1
"Happy birthday,Darling.You are the dearest thing in the world.",1,0
The story melted away her soul.,1,1
You won't have any problems with the entrance test - it's an absolute breeze.,1,1
I worked my butt off.,1,1
Other cars screamed in to fill the sudden vacuum of our wake.,1,1
I clattered on interminably.,1,0
He was swallowed in darkness.,1,1
He had a paunch blackened teeth and the raspy cough of an avid smoker and he never stopped watching even when he allowed himself a cigarette smoking a cheap brand named after the city itself.,1,0
"Your black bamboo, combining Chinese classic painting with an intense sense of the modern , is really unique and unrivaled among contemporary.",1,0
You dry up and die in quest of a proof so obscure.,1,1
"The vault of heaven , full of soft, shining stars, stretched vast and fathomless above him.",1,1
Why shut down a company that is the entire lifeline to a town?,1,1
They look like stars to the naked eye.,1,0
"For as long as they had known each other it had been their nest, their retreat, their beautiful private world.",1,1
I felt like a pea on a drum.,1,0
He had shouldered the troubles of the world and been crushed.,1,1
All day long he does bugger all.,1,0
She was furious - screaming bloody murder at the manager!,1,1
"Yes, we were never awakened for heaps of times at midnight, never be so moved by whose hysterical cry, never felt so pleasure because of whose temporary clever and unconscious prettiness.",1,1
A blank and empty future lay before me.,1,1
The impalpable power of faith.,1,0
"Madmen in authority, who hear voices in the air, are distilling their frenzy from some academic scribbler of a few years back.",1,0
Better a bachelor's life than a slovenly wife.,1,0
My car goes like a bomb since I put that new engine in it.,1,0
He was sick as a parrot when his team lost the match.,1,0
You should never procrastinate when it comes top studying for a test.,1,0
Just a few words will incite him into action.,1,0
The marriage proved to be the greatest calamity of his life.,1,1
To waste them cleaning out a drawer of plastic carrier bags instead of scrambling up lofty pinnacles is something you may regret.,1,0
As a politician she's made the fight for women's rights into a personal crusade.,1,1
Theres an angel missin from the heaven n tat angel is u!,1,1
It would need a gigantic and vanishingly improbable leap across genetic hyperspace.,1,1
Thousands risked everything and died as failures; many struggled through lives of unremitting drudgery.,1,0
Good faith and credit are forever our invariable credo to run the business.,1,1
"In her present fragile state, an inquisition, nomatterhow well-intentioned, would have shattered her into a million pieces.",1,1
Pride is the mask of one's own faults,1,1
But the accelerating universe brought the idea of some kind of such invisible force back with a vengeance.,1,1
Wilsom tried to put one over on me yesterday by selling me a worthless car.,1,1
"He shed tears the way a flower sheds petals, they fell to the ground, lay scattered round his feet.",1,0
He was struggling with an anger so black it made him tremble as he diced the eggs for potato salad.,1,1
"Reach a gram to ride ashore a combat horseback of haleness, soft-voicedly complain, for have already become adapted to step combat of he to say, this how much some is like a molestation.",1,0
She nearly always pulls for the underdog.,1,1
That none of all the fires shall scorch and shred.,1,1
"The celebration's is a time for protection from evil and disease for the rest of the year. It is done so by different practices such as hanging healthy herbs on the front door, drinking nutritious concoctions, and displaying portraits of evil's nemesis, Chung Kuei. If one manages to stand an egg on it's end at exactly 12:00 noon, the following year will be a lucky one.",1,0
He is as thin as a rake .,1,0
She always has her head buried in a book.,1,1
Better belly burst than good liquor be lost,1,1
"Their likes: their breaths, too, sweetened with tea and jam, their bracelets tittering in the struggle.",1,1
In nine years he has brought his party back from the dead almost to the brink of power.,1,1
Gold Line finally tuck up their grand Veil!,1,0
Something about his smarmy attitude makes me want to shake him so hard his collarbone breaks.,1,1
Christianity is the most perverted system that ever shone on man,1,1
The boss was ready to pounce on the typist when she made the slightest mistake.,1,1
He was boiling over with indignation.,1,1
We must always bear in mind what an eccentric bring-up Medora Manson gave her.,1,0
The heart is enmeshed in brimless sadness.,1,1
Moodie looked sanctimonious whilst Scawsby could hardly hide his crows of triumph.,1,1
His absence cast a blight over the family.,1,1
"The most notable addition is the notorious Na'avi sex scene in which Jake and Neytiri get it on, alien style, but it hardly sounds like we're talking Pandoran porn.",1,0
William and Joe and their entire consignment of cod vanished in the desire to please Araminta.,1,1
That Sunday is a figment of the world's imagination.,1,1
Mannie Pratt would have the bar in stitches doing an imitation of him.,1,1
"Whether voters are bored, confused or scared of losing popular services, it seems to be a dead duck.",1,1
"Meryl stared unseeingly ahead, teeth clenched, rigid with an icy rage.",1,1
Only leaves behind that share to exude the yellow pledge.,1,0
"O Arjuna, the entire expansive material energy is the womb into which I infuse the embryo of individual consciousness; subsequently manifested by Me, every species of life is generated.",1,1
"He lay perfectly still, brows arched in surprise, bare toes quivering as the blood drained out of him.",1,0
"It's an exhausting ride from saucy comedy to icky, heartbreaking violence, but don't be put off.",1,1
He's as proud as Lucifer and would rather starve than take a penny from anyone.,1,0
"The pilchard that social status does not poor people drowsy, and carnivorous person the arrival of catfish, make them to flee for one's life a scene of bustling activity, vibrant.",1,0
"Being in the Crying City deepens the loneliness, losing the faith in Love, which is so frangible that even cant stand any hit.",1,1
"On in this planetoid deconstruction instantaneous, entire several passes through the Earth which the death atmosphere covers, finally glows brand-new fulls of vitality!",1,1
"He had always felt the absolute impossibility of addressing that enigmatical man, who was, in his eyes, both equivocal and imposing.",1,0
He's a sly old devil isn't he! Nobody knew he had as much money as that!,1,0
Why did you speak to him? You usually avoid him like the plague .,1,0
Long have I combed the vilest quarters of this town on fruitless search for thee.,1,0
Don't let yourself sink into despair.,1,1
There was a tight knot of anger in her stomach.,1,1
"He must be teasing,or else he's mad.",1,0
I've never heard such a load of old codswallop in my life.,1,1
"I firmly believe that any man's finest hour, the greatest fulfillment of all that he holds dear, is the moment when he has worked his heart out in a good cause and lies exhausted on the field of battle - victorious",1,1
He was buoyed up by the somehow indestructible hope.,1,1
"She must be to too arrive by here attach forward with the crack crew of breeze, the evil wolf aggressions west transporting edible of shell marquis destrier, affirmation is too what she does.",1,1
They are a rare opportunity to penetrate the usual wall of indifference.,1,1
It's an infernal mischance; I've done my best to discourage it.,1,0
Simply phone the ticket hot-line and all that aggro will be a thing of the past.,1,0
But now you can get a sense of whether your arteries are as supple as a silk stocking-or as inelastic as an old bicycle tire-just by sitting on the floor.,1,0
An upbeat business vernacular calls every problem a'challenge'and every massive layoff'rightsizing '.,1,0
He's horrible - I really hope we've seen the last of him.,1,0
But the militants at grassroots level ruthlessly exploited discontent over pay and strikes spread like a virus.,1,1
Your smiling at me is my daily dose of magic.,1,1
A woman who can't forgive should never have more than a nodding acquaintance a man.,1,0
Their daughter is a perfect pet.,1,1
"It was a bitter moment for us. We weren't two mature parents. We were just two kids playing grown-up. We still needed Mommy and Daddy's permission, blessings, and money to survive",1,1
It's just this bloody hooch.,1,1
She seemed somehow insubstantial - a shadow of a woman.,1,1
Never can one find a single wimple on this cloak.,1,0
I am a pensioner and applaud her efforts to change this sick world.,1,1
"Tom made love like he played the flute, with slow, studied precision.",1,0
Keenan makes any attempt to fire him look like retaliation.,1,0
"Let your repentance salt my shoe leather,"" I said presently, "" and then, as I lately sheathed my blade of anger, so sheath you my blade of love.""",1,1
Bill's so gullible that you could sell him anything.,1,0
She plastered herself from head to toe in high factor sun lotion.,1,0
Colonists'brutality and dirty tricks are always alike.,1,0
It drove him mad when she turned herself into a sphinx as a ruse to avoid facing the truth.,1,1
Even one small step on the path of your plan can be a giant leap!,1,1
"Love is never boastful, or conceited, or rude; never selfish, not quick to take offense.",1,0
I'd hold them in my arms and watch them drift off peacefully - it was like watching a miracle.,1,0
She was constantly darting off dub ing a conversation or slipping off in a daydream when an adult was speaking to her.,1,1
"But you are destined for a higher building, and one day you will be placed in it by hands not human, a living stone in a heavenly temple.",1,1
The phrase is loaded with irony.,1,1
The room seemed to sum up his life: his future seemed as bleak as this cubicle.,1,0
"When he built a bridge he supervised every detail, left nothing to chance, prepared him-self for every contingency.",1,0
"To this moment, generally speaking, editorial anger vanished completely, absolutely won 't reintroduce what is other requirement.",1,0
It's really one of those days; everything seems out of gear today.,1,1
Is it not a form of self desecration not to cultivate this primeval delight in flowers?,1,1
Let's hope his rotten mum pawns'em soon.,1,0
"The Big Girl chooses to pester me with her pleas to get her ear pierced just before school, just before bed, or when I'm rifling in the refrigerator with a wolfish look.",1,1
The resulting spectacle was killingly comical.,1,1
"So grab some Advil, guzzle some aqua, and try your hand at one of these crazy/wonderful hangover bites.",1,0
"Although color television often is snowflake dot of Man Bing, fanner often gives out bulldozer like roar, that also is sweat caboodle comes out ah.",1,0
Blackrag Madonna is blind as a dead rat.,1,0
But for the life of her she couldn't spit out what she wanted to say.,1,1
"Mike,'she said joyfully,'if you'll blow me to a pail of suds.",1,1
A haze of expensive perfume hangs around her.,1,1
Marsalis renders it with such bounce and joy that he practically devours it.,1,0
She just wanted some huge natural catastrophe to sweep through the bedroom and miraculously carry her two hundred thousand miles away.,1,1
We are all impaled on the crook of conditioning.,1,1
It is the suffering of ambivalence: the murderous alternation between bitter resentment and raw-edged nerves and blissful gratification and tenderness.,1,1
The referee was so unfair that they were about to blow a fuse.,1,1
Her dark hair stood out like an untidy halo around her head.,1,0
To talk to someone who does not listen is enough to tense the devil,1,1
In this last period of devastation even the gorse bruiser and the rest of the Collector's inventions met their doom.,1,1
A quick bit of mental arithmetic was enough to make Chrissy weak at the knees.,1,1
All the world loves a lover,1,1
But I really dig splatter humor.,1,1
"On one hand, he was the most passionate leader one could hope for, a motivating force without parallel.",1,1
The only losers on this extremely lucrative merry-go-round are the women.,1,1
"The futuristic look is nicely accomplished, without a lot of eye candy: darkish, downbeat, more melancholy than despairing.",1,1
"Your angel energy is an unalienable part of you which, even if it is temporarily veiled, can never be taken away from you.",1,1
Cry. Forgive. Learn. Move on. Let your tears water the seeds of your future happiness,1,1
In the media world no one with the exception of cops and drug dealers ever works.,1,0
This film offends against all the canons of good taste.,1,1
His mother spoiled him indulging his every whim.,1,1
Ain't nothing more damn frightening than driving with a cougar in the car.,1,0
Not even Mr Morton can play down the gravity of this latest crisis.,1,1
I'm not even going to dignify that stupid question with an answer.,1,1
"An omelette of rumour, speculation and downright lies, with many a sting in the tail.",1,1
The union of heaven and earth described there produces a mighty all-conquering insolent race of godlike people.,1,0
The stairs made him puff like a grampus.,1,0
"The gray and red plastic balls are stashed, along with free weights and elastic bands, in the lounge around the corner, under a seemingly endless bar of pale gray marble and cerused oak burl .",1,0
He was the Einstein of the hound kingdom-able to decipher morse code.,1,1
There is but one step from the sublime to the ridiculous,1,1
My boss is a real ogre.,1,1
You were lucky she did not belt you in the mouth when you said that.,1,0
We must uproot our bad habits.,1,1
Never think yourself above your business,1,0
Complaints poured in like windblown hail.,1,0
His hot hands branding her flesh for evermore was the very worst punishment of all.,1,0
"An exotic beauty, with fire at her heart, a flame that could easily devour an unwary man.",1,1
"Thenceforth, it seems that everything is in ecstatic motion, and the church itself is circling round.",1,1
"When Damian raised his head, he was darkly flushed, dragging air into his lungs.",1,0
He lurked about the city like a thief.,1,0
Maybe a ruined man is the only free man.,1,0
And who could sprout up so blessedly if I had died.,1,1
"His gravitas, offset with a flickering irony, gives the production a strong moral centre.",1,1
This restaurant has all the makings of a blockbuster.,1,0
Is my timing that flawed - have our feelings run dry?,1,1
"Marriage, I assume, carries with it some sort of carteblanche for endless promiscuity - and a dispensation from the Pope.",1,1
I often wonder why I don't see more discussion regarding the full-fledged wireframe's older brother: the thumbnail sketch.,1,0
"Killing Newley still seemed desirable, if far-fetched, like becoming a millionaire or finding a cure for cancer.",1,0
And Cowher has revealed just enough intellectual depth to assure women that he is not a stupid brute.,1,1
"Yesterday idolized , today hated and spit upon, tomorrow forgotten, and the day after tomorrow promoted to Sainthood.",1,1
This nondescript little gem across from Arizona Stadium has been languishing in relative obscurity for the last two years.,1,0
Nothing alive in the world closes with such finality as the jaws of a conger eel.,1,0
"Rejoice not thou, whole Palestina, because the rod of him that smote thee is broken: for out of the serpent's root shall come forth a cockatrice, and his fruit shall be a fiery flying serpent.",1,1
There was no twinkle in her eyes and no coy smile on her lips.,1,1
It's idle to expect help from him.,1,0
To administer torture while within the warp - to a talented Astropath of all people - would be plain lunacy.,1,1
All their hopes lie in him.,1,1
An interrogation of all our fanzine sellers has revealed that none of these devoted Darlington fans actually said those fateful words.,1,1
My own house feels as filthy and chaotic as a bus terminal.,1,0
"But now, as shock waves surged through him, he realized that his liking had at least become fondness.",1,1
"The people, the routine, the boredom: frankly, he had been to hell and back.",1,1
I did overpower him the way he flattered.,0,0
He gave a self-deprecating shrug.,0,0
Girls thread a needle under the moon to pray the weaver maid to endow them craftsmanship.,0,1
"Today, 15 years later, I know why my attempt at consoling my friend was so ham-fisted .",0,0
"I suppose you'd rather be in Chicago, eating waffles and hamburgers, or suchlike?",0,0
"He's heard, he says, that Speedo Man is a church choir director!",0,0
A hot college hoop dreamer played by Kadeem Hardison dies just as his team is on the edge of an NCAA championship.,0,1
He is so much more than a comedian.,0,0
It was his be- lief that men lived senseless lives.,0,0
Edna was tied to the yoke of undesired motherhood.,0,1
The worst way to miss someone is to be seated by his/her side and know you'll never have him/her.,0,1
On the trail of nepeta advice Can you help me with my trailing variegated nepeta?,0,0
The managing director is a man but my immediate boss is a woman.,0,0
She lapsed into a little girl voice to deliver a nursery rhyme.,0,0
Fair was definitely not being at the beck and call of her wayward emotions.,0,1
The periwinkle is more than a source of beautiful blue in your garden - it's the source of a miraculous brain-booster called vinpocetine.,0,0
What has he done to deserve this punishment ?,0,0
"Every time I think about you, just you also reminds me, your heart will quivering slightly a little.",0,0
I spit it out and flick it from my eyes.,0,0
"They have fallen literally under the sickle, the ploughshare , and the axe that they once wielded.",0,0
"In these days of siege, psychiatrists must treat disaffection through militant group action and advocating conscientious, high-quality patient care.",0,0
"Plump red tomatoes, crisp green salads fresh with the bite of radish, spring onion and a trickle of salad dressing.",0,0
He stared with wonder at the dozen flaky homemade biscuits poised on the bed of fresh crabmeat and fragrant sauce.,0,0
It is a poignant moment: will Ambedkarnagar be destined to the same cycle that Sanjay Gandhi has been through?,0,0
He's got that bit of adolescent fuzz on his upper lip.,0,0
"She showered, quickly slipped on her black wool frock, a string of pearls.",0,0
To make the assumption that JustText was only capable of producing text would be to do it a grave disservice.,0,1
"The long, narrow proportions of the 2,600 sf Patisserie is reinforced by a floating ceiling running the length of the interior, drawing the patron in from Queen Street to the depths of the kitchen.",0,0
"Open belt, NO baggage, No high - heeled shoes!",0,0
The homeward-bound ploughman roars his tractor across the flyover linking two fields bisected by the roar of the motorway beneath.,0,0
I love the crispy crunch bits on the outside and the soft pillowy inside slathered in lots of butter.,0,1
"China cosmetic industry ought to keep away from the babbittry""price war""and hold the chance and course.",0,0
We were pelted with rotten tomatoes.,0,0
Mind you don't tread in that puddle.,0,0
We've branded our cattle.,0,0
"There was a glow on his face , wrinkled by a life time of suffering, that inspired one with a feeling of unshakable optimism.",0,1
"Look, through the eyes of a physicist, at a bounding kangaroo, a swooping bat, a leaping dolphin, a soaring Coast Redwood.",0,1
The open-plan kitchen brings you both gustatory and visual pleasure.,0,0
"At once Maxwell was up, yawning, stretching his tall, untanned body in the chilly air.",0,0
We grab phrase to about the aged the injured thethe conjoined the deformed and the dying.,0,0
She only bought that sports car to show off and prove she could afford one.,0,0
"Family enterprises, from family workshop, partnership, joint stock company listed family holdings, family enterprise's shadow.",0,0
We can't let these boys become just another statistic.,0,1
What for? If he'd been a real knight he would still be alive!,0,0
She has an earthy sense of humour.,0,1
It is high-tea; time for another feeding frenzy.,0,0
She just goes to pieces in exams.,0,1
She bit the thread in two.,0,0
She just lurches from one bad relationship to another.,0,0
